Learner,stream,randomSeed,learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
trees.HoeffdingTree,generators.RandomRBFGenerator,1,48000.0,4.127399,5.142101169460349E-8,48000.0,82.33333333333334,64.66822880940437,64.50694793236231,64.26916108372309,48000.0,117448.0,41.0,21.0,21.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,49000.0,4.19556,5.349200744802753E-8,49000.0,82.43061224489796,64.86320608204534,64.71865907134953,64.45499587118086,49000.0,117448.0,41.0,21.0,21.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,50000.0,4.297507,5.6589553025033733E-8,50000.0,82.56,65.12159603576539,64.94472361809046,64.73633128437399,50000.0,117448.0,41.0,21.0,21.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,51000.0,4.392925,5.948872223910358E-8,51000.0,82.65882352941176,65.3194017557589,65.17698940819781,64.93537387994608,51000.0,117448.0,41.0,21.0,21.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,52000.0,4.493425,6.281228033618794E-8,52000.0,82.77307692307693,65.54779955030284,65.41579800787585,65.17513509310734,52000.0,127832.0,45.0,23.0,23.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,53000.0,4.542189,6.44350092485547E-8,53000.0,82.84150943396227,65.68430710517877,65.55955311494036,65.33109679386986,53000.0,128632.0,45.0,23.0,23.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,54000.0,4.590911,6.605634051892492E-8,54000.0,82.93703703703704,65.87563457334737,65.72427646752475,65.51517646618512,54000.0,128632.0,45.0,23.0,23.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,55000.0,4.639736,6.768109933990572E-8,55000.0,82.99454545454546,65.99027824750242,65.85125415312717,65.65059311763193,55000.0,128632.0,45.0,23.0,23.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,56000.0,4.695914,6.962600217718218E-8,56000.0,83.09464285714286,66.19037426348577,66.06323487238312,65.8600793364587,56000.0,133824.0,47.0,24.0,24.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,57000.0,4.745344,7.140674890950323E-8,57000.0,83.1719298245614,66.34511274208107,66.22059444992253,66.0111264661068,57000.0,139256.0,49.0,25.0,25.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,58000.0,4.795508,7.322120583098797E-8,58000.0,83.24137931034483,66.48421753360824,66.36096210417027,66.14184199526265,58000.0,139816.0,49.0,25.0,25.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,59000.0,4.839852,7.482515044717325E-8,59000.0,83.30677966101695,66.61463455906072,66.47833633981145,66.29709475413202,59000.0,139816.0,49.0,25.0,25.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,60000.0,4.886779,7.652252346277237E-8,60000.0,83.35333333333334,66.7077207742098,66.56512569879155,66.39300134589502,60000.0,139816.0,49.0,25.0,25.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,61000.0,4.946188,7.87511732801795E-8,61000.0,83.42131147540984,66.84356569490714,66.67655199683668,66.53762160015881,61000.0,145008.0,51.0,26.0,26.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,62000.0,4.997217,8.066545851528644E-8,62000.0,83.51129032258065,67.02352999689813,66.8557904292569,66.72092190500992,62000.0,145008.0,51.0,26.0,26.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,63000.0,5.047932,8.257321245968341E-8,63000.0,83.56349206349206,67.12709444875333,66.93489159242584,66.88095695004158,63000.0,145408.0,51.0,26.0,26.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,64000.0,5.096234,8.432691767397853E-8,64000.0,83.634375,67.26895942751743,67.09807124458128,67.0193337111909,64000.0,140344.0,53.0,27.0,27.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,65000.0,5.159016,8.677032628821001E-8,65000.0,83.69076923076923,67.38190211665864,67.23434505779812,67.12562408906257,65000.0,150440.0,53.0,27.0,27.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,66000.0,5.224786,8.9427893501189E-8,66000.0,83.7439393939394,67.48798996760821,67.3622729899918,67.25269358727833,66000.0,156192.0,55.0,28.0,28.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,67000.0,5.279683,9.165554565481012E-8,67000.0,83.81044776119403,67.62089552238805,67.5151987062382,67.38823246444785,67000.0,156856.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,68000.0,5.346405,9.4455008401225E-8,68000.0,83.875,67.75007560319646,67.65295887662988,67.51592356687898,68000.0,162184.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,69000.0,5.395858,9.652991369780565E-8,69000.0,83.94927536231884,67.89838755324067,67.79961621213003,67.65478971962618,69000.0,162184.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,70000.0,5.452968,9.892608463764189E-8,70000.0,84.00428571428571,68.00838130695176,67.9104691485398,67.76728654499394,70000.0,162184.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,71000.0,5.553303,1.0357130215813714E-7,71000.0,84.03802816901408,68.07601575701429,68.00485587645748,67.83960952353927,71000.0,178960.0,63.0,32.0,32.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,72000.0,5.60853,1.0612815099457898E-7,72000.0,84.09861111111111,68.19739433910192,68.12461718358482,67.9488256207833,72000.0,178960.0,63.0,32.0,32.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,73000.0,5.680292,1.0955433686160377E-7,73000.0,84.15479452054795,68.30975122095417,68.22863734996018,68.06548687225643,73000.0,184552.0,65.0,33.0,33.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,74000.0,5.754089,1.1318443998280496E-7,74000.0,84.19459459459459,68.38907096570004,68.29407140339939,68.14988290398126,74000.0,190144.0,67.0,34.0,34.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,75000.0,5.808163,1.1584436106599037E-7,75000.0,84.232,68.4637061321992,68.36529973517374,68.21480406386065,75000.0,190144.0,67.0,34.0,34.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,76000.0,5.869434,1.188583053772648E-7,76000.0,84.29473684210527,68.58930801673814,68.48497650102973,68.35295365362182,76000.0,190144.0,67.0,34.0,34.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,77000.0,5.933257,1.2199778356071973E-7,77000.0,84.33376623376624,68.66751348519287,68.55400015640886,68.44624640334817,77000.0,190144.0,67.0,34.0,34.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,78000.0,5.987979,1.246895800158381E-7,78000.0,84.40384615384615,68.80758131928343,68.682421995675,68.5748236935238,78000.0,190144.0,67.0,34.0,34.0,8.0,0.0,0.0,1.0
